"Iteration"	"speciation"	"extinction"
2	0.165965600215116	0.00924413114238667
3	0.159140565824984	0.00241909675225391
4	0.172223336048617	0.0155018669758872
5	0.18668435671519	0.0232475191078193
6	0.18668435671519	0.0232475191078193
7	0.18668435671519	0.0232475191078193
8	0.191384401280192	0.0238328085115757
9	0.184160720025858	0.0264567621102216
10	0.184160720025858	0.0264567621102216
11	0.184160720025858	0.0264567621102216
12	0.169485527490413	0.0117815695747767
13	0.225236581503098	0.0675326235874621
14	0.213724499210314	0.0640809590532273
15	0.213724499210314	0.0640809590532273
16	0.213724499210314	0.0640809590532273
17	0.24065293745375	0.0721549054413153
18	0.24065293745375	0.0721549054413153
19	0.238552787274049	0.0595974003947094
20	0.178377794758987	0.0201224398962097
21	0.195917315120419	0.0350362371456046
22	0.23791628149888	0.0252864462778497
23	0.23791628149888	0.0252864462778497
24	0.189536073777649	0.0124245270006445
25	0.215822704591773	0.038711157814769
26	0.215822704591773	0.038711157814769
27	0.215822704591773	0.038711157814769
28	0.215822704591773	0.038711157814769
29	0.186005268830913	0.00889372205390846
30	0.186005268830913	0.00889372205390846
31	0.162471945902183	0.00776849138464578
32	0.162471945902183	0.00776849138464578
33	0.145988505202992	0.00698034629073473
34	0.154345197042755	0.0153370381304978
35	0.228309755820699	0.022686779360013
36	0.223028674685057	0.0174056982243704
37	0.237103276653039	0.0185041142680866
38	0.23839528315634	0.0197961207713876
39	0.23839528315634	0.0197961207713876
40	0.23839528315634	0.0197961207713876
41	0.161903250968638	0.0134442941446687
42	0.183016697124712	0.0345577403007433
43	0.171619080694607	0.028286113699249
44	0.16900622497307	0.0278554649991161
45	0.175193745481375	0.0161508688430936
46	0.158317700271142	0.0145950895997668
47	0.199370835510998	0.0556482248396231
48	0.221707808668142	0.0618829025511321
49	0.221707808668142	0.0618829025511321
50	0.221707808668142	0.0618829025511321
51	0.186546588385129	0.0197676957481744
52	0.186546588385129	0.0197676957481744
53	0.180248050372937	0.0191002614940229
54	0.180248050372937	0.0191002614940229
55	0.180248050372937	0.0191002614940229
56	0.200735932356975	0.0395881434780606
57	0.200735932356975	0.0395881434780606
58	0.210911894881291	0.049764106002377
59	0.189904829372491	0.0287570404935769
60	0.180183137948914	0.0190353490699996
61	0.214659969573851	0.0121485890110167
62	0.220089757068987	0.0161574735676429
63	0.220089757068987	0.0161574735676429
64	0.220089757068987	0.0161574735676429
65	0.229615269951438	0.0256829864500939
66	0.213647410261928	0.0470884955656573
67	0.213647410261928	0.0470884955656573
68	0.197681152970379	0.0311222382741089
69	0.197681152970379	0.0311222382741089
70	0.197681152970379	0.0311222382741089
71	0.197681152970379	0.0311222382741089
72	0.187960490433111	0.0214015757368407
73	0.223187698633362	0.0532359494528622
74	0.208966117493881	0.0498437402078316
75	0.208966117493881	0.0498437402078316
76	0.208966117493881	0.0498437402078316
77	0.208966117493881	0.0498437402078316
78	0.208966117493881	0.0498437402078316
79	0.202213123470326	0.0482329791726367
80	0.202213123470326	0.0482329791726367
81	0.202213123470326	0.0482329791726367
82	0.202213123470326	0.0482329791726367
83	0.179595923115395	0.0428382009557677
84	0.235898477467484	0.056267793876472
85	0.235898477467484	0.056267793876472
86	0.228987486024159	0.0546193464333609
87	0.194045597938293	0.0462848163525498
88	0.184885176404302	0.0371243948185587
89	0.186528809570814	0.00801199052044925
90	0.186528809570814	0.00801199052044925
91	0.186528809570814	0.00801199052044925
92	0.185493064995411	0.00697624594504685
93	0.16897332284359	0.00635495164381402
94	0.168218460858553	0.00632656188777478
95	0.178002062839959	0.010753454272151
96	0.201842825194295	0.0200453673256802
97	0.201842825194295	0.0200453673256802
98	0.161058959223489	0.0222727615475563
99	0.140526255187563	0.0194333043504925
100	0.195908898060472	0.040785197694141
101	0.170615991550678	0.0154922911843462
102	0.189605140043333	0.0274411517791557
103	0.196189385901311	0.0283940757869055
104	0.177888495333389	0.010093185218983
105	0.177888495333389	0.010093185218983
106	0.209800513837223	0.0119038358339492
107	0.191032969495751	0.0170419946444691
108	0.243011541745187	0.0690205668939053
109	0.208669135735267	0.0592665761398744
110	0.152982517169662	0.00357995757426926
111	0.151632564041661	0.00354836720031735
112	0.161299360362182	0.00415391156636511
113	0.174962135223698	0.00847161487854487
114	0.220565508491682	0.0713711182810429
115	0.179074159881351	0.0371456882788869
116	0.201041001623882	0.0417023113917935
117	0.201041001623882	0.0417023113917935
118	0.201041001623882	0.0417023113917935
119	0.201041001623882	0.0417023113917935
120	0.18651921284518	0.0101605034387514
121	0.149136995263921	0.00330015276103536
122	0.149677580436652	0.00384073793376649
123	0.149677580436652	0.00384073793376649
124	0.153730824661946	0.00789398215906074
125	0.186176382789551	0.0137139666230979
126	0.186176382789551	0.0137139666230979
127	0.186176382789551	0.0137139666230979
128	0.205802724092323	0.0348424253993732
129	0.203709193188527	0.0156933320237007
130	0.193716858684358	0.00570099751953158
131	0.239364006341579	0.064564367899375
132	0.239364006341579	0.064564367899375
133	0.194017061842404	0.0523328012051777
134	0.166806704490906	0.0251224438536796
135	0.166806704490906	0.0251224438536796
136	0.213095531786116	0.0320939170227332
137	0.213095531786116	0.0320939170227332
138	0.192790694457406	0.0290358436838619
139	0.192790694457406	0.0290358436838619
140	0.166611421405964	0.0250930326357553
141	0.165412497725824	0.0238941089556146
142	0.191601659544169	0.0276771767077321
143	0.253451838526088	0.03587726280926
144	0.239370040240839	0.0338839200864576
145	0.214182413877819	0.011707735131682
146	0.244724703434322	0.0422500246881845
147	0.18592269758082	0.0320982657355295
148	0.212998953058954	0.0367727936698202
149	0.176742727951617	0.0305134075743889
150	0.170654433729904	0.029462305754399
151	0.174257789717219	0.0300844002029279
152	0.221217903684069	0.0476635228712465
153	0.203936647319481	0.0439401101444277
154	0.203936647319481	0.0439401101444277
155	0.195541757890804	0.0135040319687739
156	0.20363561031853	0.0215978843964999
