"Iteration"	"speciation"	"extinction"
2	0.184243870835136	0.00587594605732782
3	0.21900216752414	0.00235322372758105
4	0.21594993685167	0.00232042687574297
5	0.200548114235864	0.00215493109623881
6	0.174302408495035	0.00258155386342635
7	0.174302408495035	0.00258155386342635
8	0.157712112560749	0.00548151763251209
9	0.204234627164009	0.00709847640610241
10	0.225988768024789	0.0274182985222323
11	0.225988768024789	0.0274182985222323
12	0.204188532899821	0.0247733646180585
13	0.189231821580815	0.0229587276365853
14	0.193406862488203	0.0234652683772682
15	0.20654233014052	0.0366007360295852
16	0.175149997070666	0.00520840295973114
17	0.175149997070666	0.00520840295973114
18	0.175149997070666	0.00520840295973114
19	0.175149997070666	0.00520840295973114
20	0.199915270292221	0.0299736761812867
21	0.199915270292221	0.0299736761812867
22	0.199915270292221	0.0299736761812867
23	0.199915270292221	0.0299736761812867
24	0.199915270292221	0.0299736761812867
25	0.208301899237132	0.0312310993880278
26	0.20660294457606	0.0295321447269557
27	0.200522819710519	0.0286630422664096
28	0.200522819710519	0.0286630422664096
29	0.202475712461735	0.0469144717558111
30	0.164008591814813	0.00844735110888927
31	0.164008591814813	0.00844735110888927
32	0.164008591814813	0.00844735110888927
33	0.161717160396296	0.00615591969037245
34	0.229669275425279	0.0713446546504782
35	0.16829446237909	0.0214324893669077
36	0.170464113218662	0.0236021402064789
37	0.161406796953838	0.0145448239416557
38	0.158448355471246	0.011586382459063
39	0.195202892081437	0.0163990948074871
40	0.225120555330035	0.0463167580560849
41	0.223286229851933	0.0444824325779831
42	0.196863008734837	0.0392184754024161
43	0.18839558491447	0.0375316198831641
44	0.189737274167114	0.0388733091358083
45	0.23351625692867	0.0826522918973642
46	0.171725225214529	0.0607815645353865
47	0.171725225214529	0.0607815645353865
48	0.171725225214529	0.0607815645353865
49	0.171725225214529	0.0607815645353865
50	0.198745695240232	0.0703453688081254
51	0.198745695240232	0.0703453688081254
52	0.198745695240232	0.0703453688081254
53	0.198745695240232	0.0703453688081254
54	0.207969223201656	0.0488055687801081
55	0.162718336325123	0.0381862317560328
56	0.176597663562766	0.0414433889915608
57	0.197457692812344	0.0463387556069765
58	0.176749875218619	0.0256309380132518
59	0.215474728692691	0.0643557914873243
60	0.202983228119616	0.0606249576623
61	0.197998882089514	0.059136284091343
62	0.197998882089514	0.059136284091343
63	0.197998882089514	0.059136284091343
64	0.163101803091046	0.0487135809132591
65	0.198432833599005	0.0592658922965829
66	0.198432833599005	0.0592658922965829
67	0.198432833599005	0.0592658922965829
68	0.215653902863497	0.0644093053988916
69	0.199135367902471	0.0594757180678965
70	0.154668996139367	0.0150093463047933
71	0.154668996139367	0.0150093463047933
72	0.162829808718343	0.0231701588837685
73	0.181066220747833	0.025142998666199
74	0.173132433458406	0.017209211376772
75	0.196296598607166	0.0195117089876962
76	0.196296598607166	0.0195117089876962
77	0.198099762462233	0.0213148728427628
78	0.196584086267162	0.0290633817361336
79	0.204721892881466	0.0581602149646158
80	0.204721892881466	0.0581602149646158
81	0.204721892881466	0.0581602149646158
82	0.223620901105314	0.0635293055169069
83	0.191002097888629	0.0542625066402994
84	0.191002097888629	0.0542625066402994
85	0.191002097888629	0.0542625066402994
86	0.191002097888629	0.0542625066402994
87	0.211277408528906	0.0600225961388644
88	0.183374873469977	0.0520956596776787
89	0.183374873469977	0.0520956596776787
90	0.246090302274473	0.0699127224721278
91	0.19776595034435	0.0215883705420044
92	0.19776595034435	0.0215883705420044
93	0.181449398209831	0.0292805022836733
94	0.204991340109756	0.0330794671210529
95	0.161818941631378	0.00564660491402636
96	0.180646480619941	0.0147754911151247
97	0.180646480619941	0.0147754911151247
98	0.19792502603358	0.0176921782004213
99	0.182326615950294	0.0162978631086555
100	0.182326615950294	0.0162978631086555
101	0.178365133116168	0.0411345778138704
102	0.17987504875637	0.0267502168399745
103	0.169915623088138	0.0167907911717423
104	0.183371338954514	0.00622712495587032
105	0.183371338954514	0.00622712495587032
106	0.183371338954514	0.00622712495587032
107	0.148654109661124	0.00504815922347106
108	0.156035113106705	0.0124291626690516
109	0.156035113106705	0.0124291626690516
110	0.158160443284064	0.0125984583741906
111	0.204827944106637	0.016315813702316
112	0.212966054558524	0.0244539241542037
113	0.212504881840317	0.0153405327775418
114	0.213996342072315	0.0176343912192226
115	0.213996342072315	0.0176343912192226
116	0.152149405362287	0.012537887853354
117	0.183985951899217	0.0180626523256403
118	0.175920861315771	0.0172708694439593
119	0.16831562735751	0.00864853121527823
120	0.16831562735751	0.00864853121527823
121	0.20352475550606	0.0104576754322242
122	0.216234108203749	0.011110717786387
123	0.160697264911333	0.0153103712578022
124	0.18593665856428	0.017715044961251
125	0.177670108225637	0.00944849462260883
126	0.185576911306725	0.00771722694548786
127	0.185576911306725	0.00771722694548786
128	0.185576911306725	0.00771722694548786
129	0.157053796713016	0.00653109152076366
130	0.157053796713016	0.00653109152076366
131	0.200304781339785	0.00832968630084869
132	0.200304781339785	0.00832968630084869
133	0.200304781339785	0.00832968630084869
134	0.200304781339785	0.00832968630084869
