"Iteration"	"speciation"	"extinction"
2	0.183157372585758	0.0130265434817292
3	0.183157372585758	0.0130265434817292
4	0.183157372585758	0.0130265434817292
5	0.17906902337186	0.00893819426783111
6	0.175005737197267	0.00487490809323852
7	0.183913211912087	0.00303555202737307
8	0.183913211912087	0.00303555202737307
9	0.18345134578147	0.00257368589675536
10	0.184009719609191	0.00313205972447697
11	0.184009719609191	0.00313205972447697
12	0.189420842905743	0.00322416334474934
13	0.189022727689064	0.00282604812807062
14	0.187856188374838	0.00165950881384392
15	0.187045070942243	0.000848391381248684
16	0.187709050587733	0.00151237102673907
17	0.244921426008643	0.051907083036279
18	0.196133768911842	0.00311942593947848
19	0.16061365745582	0.00255449335462163
20	0.23197900737508	0.0575050638979807
21	0.23197900737508	0.0575050638979807
22	0.158049952894195	0.0391788582212456
23	0.154856604305564	0.0383872619612406
24	0.200725577614914	0.0777161444385951
25	0.200725577614914	0.0777161444385951
26	0.173627503043235	0.0686201002529949
27	0.160298679049002	0.0290302740349207
28	0.193540599028216	0.0350504237465005
29	0.196241274138097	0.0355395190964079
30	0.209461648379172	0.0487598933374827
31	0.211812024654889	0.0493070297578905
32	0.182174408687351	0.0196694137903527
33	0.171355453089341	0.0182508947772662
34	0.169051452446335	0.00287647244091028
35	0.169051452446335	0.00287647244091028
36	0.169512468739565	0.00333748873414008
37	0.196997777465829	0.00387864012501035
38	0.218600304419159	0.0254811670783405
39	0.21613573540569	0.0230165980648719
40	0.232004489613534	0.0247064839909849
41	0.201449654801707	0.0522666348037551
42	0.2339201748137	0.0847371548157488
43	0.2339201748137	0.0847371548157488
44	0.235655135322372	0.0853656410817992
45	0.235655135322372	0.0853656410817992
46	0.175383746301051	0.0250942520604786
47	0.178857070066691	0.0285675758261186
48	0.204652598837249	0.0326877133406879
49	0.194103799655618	0.0129177824753808
50	0.194234991807854	0.013048974627617
51	0.216470878619303	0.0145428121700934
52	0.213737765603609	0.0118096991543994
53	0.186000331942472	0.0102771167119468
54	0.189979857602161	0.014256642371636
55	0.189979857602161	0.014256642371636
56	0.186170713007493	0.0104474977769677
57	0.186170713007493	0.0104474977769677
58	0.186170713007493	0.0104474977769677
59	0.201790578551063	0.0113240508497188
60	0.188197451449579	0.0105612339550493
61	0.187585735861409	0.0105269057992169
62	0.187270012132131	0.011136373509122
63	0.187270012132131	0.011136373509122
64	0.215611111291647	0.039477472668638
65	0.216018454182838	0.0395520554104893
66	0.216018454182838	0.0395520554104893
67	0.216018454182838	0.0395520554104893
68	0.216018454182838	0.0395520554104893
