Iteration	posterior	NumSpeciation	numExtinction	numMassExtinctions 
18700	-217.9064634674	5	2	1
18800	-227.313249597796	6	3	2
18900	-218.026670307524	5	2	1
19000	-222.703150461821	4	6	1
19100	-217.296791002924	4	3	1
19200	-221.721251737174	3	4	3
19300	-218.98249393476	5	2	3
19400	-214.952704523871	4	8	3
19500	-217.813621438662	3	4	1
19600	-215.176264877632	4	4	1
19700	-218.025031231146	6	5	2
19800	-231.593221433545	7	6	1
19900	-221.719371536916	5	3	1
20000	-219.309301430355	7	2	1
20100	-211.564804086561	4	3	2
20200	-214.907851002593	5	1	2
20300	-210.214227197296	4	5	1
20400	-211.487943477837	4	3	2
20500	-219.10032385139	3	5	3
20600	-212.599441182614	3	2	2
20700	-212.552457184509	3	4	3
20800	-219.09464312873	5	2	1
20900	-216.058740719338	3	1	2
21000	-222.436819561285	3	4	2
21100	-230.81637767609	7	1	0
21200	-216.881911087695	5	2	2
21300	-220.692257973543	7	3	1
21400	-215.136937671389	5	1	1
21500	-225.66688674453	6	1	2
21600	-215.622043646389	5	5	1
21700	-217.546440536459	4	1	2
21800	-210.001738416628	3	2	2
21900	-217.486243321467	5	3	2
22000	-212.117484024824	4	2	2
22100	-229.877992212924	6	3	2
22200	-230.47459828164	7	2	2
22300	-220.679060614674	6	1	1
22400	-218.915252691621	5	4	2
22500	-210.963922483359	4	1	2
22600	-216.816505957955	4	7	2
22700	-218.198347373118	5	4	1
22800	-219.316876518493	5	4	1
22900	-224.068886254001	7	4	1
23000	-218.953820826649	6	1	2
23100	-217.199800242341	5	3	2
23200	-218.201477875666	5	3	2
23300	-219.596543065617	4	4	2
23400	-229.78403357528	6	5	2
23500	-229.326006901411	5	5	2
23600	-228.125105801824	4	6	1
23700	-215.726089954611	2	2	2
23800	-221.69310594036	5	4	2
23900	-224.159805392718	4	2	2
24000	-222.082405790858	4	5	0
24100	-222.198045392796	6	2	0
24200	-214.49048584713	4	4	1
24300	-223.149900587293	7	1	1
24400	-216.063332430367	4	5	0
24500	-214.837187028168	2	2	2
24600	-222.644946376024	3	4	1
24700	-229.001699302444	6	4	3
24800	-225.897428802004	5	4	2
24900	-219.583015333823	4	3	1
25000	-225.679173699935	4	2	0
25100	-228.869035112867	5	2	0
25200	-217.292048586176	5	5	2
25300	-226.412639021808	7	2	1
25400	-222.991489016783	4	1	1
25500	-228.08663151036	7	1	2
25600	-227.027065171215	6	2	2
25700	-222.476834636492	4	4	1
25800	-236.406697909234	9	3	1
25900	-215.348110173726	4	3	1
26000	-215.983784454723	3	1	3
26100	-226.042930508279	4	2	1
26200	-216.070891803275	3	4	2
26300	-214.57450615186	2	3	3
26400	-214.702430156848	2	2	2
26500	-228.853720571249	3	5	4
26600	-219.813436175018	2	3	3
26700	-228.006375191767	3	3	3
26800	-227.42874857487	5	3	0
26900	-238.027432126249	8	2	0
27000	-216.389825583303	4	5	2
27100	-223.467960001858	7	2	0
27200	-227.078517081335	7	1	1
27300	-212.84678546371	5	4	1
27400	-218.819497450353	5	2	1
27500	-215.040381056309	5	3	2
27600	-214.470918163222	5	2	2
27700	-215.011734971343	4	4	2
27800	-221.23123290714	7	6	2
27900	-219.511443908816	7	2	1
28000	-222.887935221512	8	2	1
28100	-216.362469431737	6	3	1
28200	-214.737312448448	5	3	1
28300	-210.157013263566	4	4	2
28400	-214.927185044107	5	3	2
28500	-229.450290972138	7	1	4
28600	-215.132024817364	6	3	2
28700	-213.186081481947	6	2	2
28800	-222.738963807949	5	2	1
28900	-221.556293468586	5	4	1
29000	-213.381648075769	4	3	1
29100	-215.271177213674	5	1	0
29200	-212.513230428238	5	2	1
29300	-213.388498787667	5	3	2
29400	-224.784536965695	7	1	1
29500	-226.98022956222	6	5	0
29600	-221.862030752867	5	5	2
29700	-216.409209282958	4	2	2
29800	-221.833607484924	5	4	1
29900	-224.636843464431	6	2	1
30000	-216.195018555965	3	2	1
30100	-225.238946082806	5	3	2
30200	-225.034182451259	4	4	2
30300	-222.825738572715	4	3	1
30400	-221.957168002023	3	4	1
30500	-217.595733739135	4	2	1
30600	-217.594439549522	4	1	2
30700	-225.291849446855	6	1	2
30800	-213.12774991542	3	6	1
30900	-224.839532395723	4	2	2
31000	-225.930653968363	8	2	2
31100	-216.300450284863	6	4	2
31200	-217.127282760562	6	2	0
31300	-217.840254751697	5	4	0
31400	-220.679290290888	5	3	2
31500	-218.124869907755	5	5	0
31600	-218.613738207075	5	6	2
31700	-227.191307293917	7	3	0
31800	-217.013049954593	5	2	2
31900	-217.568988345545	7	3	2
32000	-211.373997553368	5	3	1
32100	-221.060484909718	8	4	1
32200	-214.176107723881	5	4	1
32300	-215.47901980043	3	4	2
32400	-213.155524252184	3	2	3
32500	-223.612410102561	4	5	2
32600	-228.275108095959	6	5	1
32700	-220.705680825965	5	5	1
32800	-224.025958174061	6	3	0
32900	-221.683993037169	6	2	0
33000	-217.985964986456	7	3	1
33100	-229.779823915241	8	4	1
33200	-222.079863399013	6	4	1
33300	-217.040430269181	6	4	1
33400	-219.064690047629	5	1	2
33500	-220.187295083274	5	2	1
33600	-221.281179696096	4	5	1
33700	-221.250430258912	6	2	1
33800	-212.498558055441	4	1	2
33900	-214.934523831414	5	3	1
34000	-215.414019113599	6	2	1
34100	-218.551800486663	5	3	3
34200	-216.099891253983	6	3	2
34300	-223.11832908293	6	4	0
34400	-216.19536087654	7	1	1
34500	-212.673461291252	5	3	1
34600	-211.820791036117	3	3	2
34700	-226.824654981852	8	2	2
34800	-219.355478980946	6	2	1
34900	-222.089511862025	7	1	0
35000	-221.766392051452	6	3	1
35100	-229.180441371539	7	3	1
35200	-220.895199826239	5	3	2
35300	-229.101337152286	4	6	2
35400	-221.513875728124	5	2	1
35500	-214.612804791599	4	1	1
35600	-218.121206851545	5	5	0
35700	-234.499586316438	6	5	0
35800	-229.265728748306	6	4	2
35900	-217.382808919701	2	4	1
36000	-220.476350983557	2	4	2
36100	-220.783865352087	3	2	3
36200	-220.001012445898	3	3	2
36300	-218.002044226823	3	2	3
36400	-217.552959186163	4	4	2
36500	-207.068811762635	3	2	3
36600	-227.450497916454	4	7	5
36700	-209.773459912797	3	2	2
36800	-209.650887981974	3	2	2
36900	-213.696377215674	3	2	3
37000	-210.687787968754	3	2	2
37100	-213.308727081321	5	3	2
37200	-226.771450081571	8	4	1
37300	-237.59415181884	7	6	0
37400	-217.464916664449	5	2	2
37500	-224.336314514388	7	4	2
37600	-220.780767182635	7	1	1
37700	-212.946615369978	5	2	2
37800	-213.217789861632	4	4	1
37900	-227.078442628584	6	2	2
38000	-220.799115138629	6	2	1
38100	-221.69821583312	7	3	1
38200	-223.034646502196	8	3	1
38300	-219.338928516084	6	4	0
38400	-220.794110459486	7	3	0
38500	-215.459682446578	6	3	0
38600	-218.159673531075	4	2	1
38700	-215.279183591537	5	3	1
38800	-212.033564006528	4	4	0
38900	-218.549279690734	5	1	0
39000	-229.756614709121	8	4	0
39100	-219.500215786228	6	2	1
39200	-225.997825931114	8	4	1
39300	-216.068765159854	6	3	1
39400	-220.711052087602	4	6	0
39500	-228.40327719237	7	2	1
39600	-214.332856635016	5	1	2
39700	-225.368995799129	9	2	1
39800	-215.196057904094	4	2	2
39900	-225.83561661507	4	8	2
40000	-208.839744984404	5	4	1
40100	-226.747488200932	7	4	2
40200	-222.370984232508	6	5	1
40300	-214.788470189467	5	2	2
40400	-214.185448572897	6	3	2
40500	-211.431824134749	4	2	3
40600	-217.116594259703	5	1	1
40700	-215.244955928473	4	4	0
40800	-220.414733949136	6	3	0
40900	-222.274452465477	6	3	2
41000	-220.220446307674	4	1	1
41100	-220.009964890976	4	4	2
41200	-223.69975954123	4	3	1
41300	-221.457954990191	6	3	2
41400	-214.608118465076	4	4	2
41500	-211.677372660322	3	2	2
41600	-215.361458258901	3	2	2
41700	-218.193344815356	3	4	3
41800	-216.300815668889	3	3	3
41900	-214.146945018115	4	4	2
42000	-210.630032999167	3	6	3
42100	-212.44375821787	4	1	2
42200	-217.231390641877	6	3	1
42300	-218.246066458609	3	1	2
42400	-209.287449056259	3	3	3
42500	-212.025425194952	4	2	2
42600	-213.418924739492	3	6	2
42700	-241.453460054068	7	6	0
42800	-211.952846919395	4	4	0
42900	-215.900193522118	5	1	1
43000	-212.530761822529	4	6	1
43100	-223.70470995608	6	2	1
43200	-218.614230944547	3	6	4
43300	-211.018673579076	3	1	3
43400	-209.948809189241	3	2	4
43500	-221.23672077625	7	1	2
43600	-223.908297774809	8	2	1
43700	-215.541766043797	6	5	0
43800	-212.821116500891	5	2	1
43900	-226.240968802554	8	2	1
44000	-230.017527453168	6	2	2
44100	-216.124907073553	2	4	3
44200	-218.622542538887	4	2	1
44300	-224.352738216544	6	3	1
44400	-223.091904437043	5	3	1
44500	-219.383430831021	4	1	2
44600	-232.263457957374	8	2	1
44700	-217.193767925186	4	4	2
44800	-214.345358172727	4	2	2
44900	-214.929995330411	5	3	3
45000	-224.776959812844	5	4	1
45100	-214.899911272561	4	3	2
45200	-215.138376561167	3	6	2
45300	-227.980096312424	8	4	2
45400	-227.118594243881	6	2	0
45500	-214.375987599183	4	1	1
45600	-211.725891961837	5	3	1
45700	-217.365041454953	5	3	2
45800	-215.891325670753	5	3	1
45900	-215.608069841731	5	5	1
46000	-211.678606006222	4	3	1
46100	-212.370921652897	3	3	2
46200	-213.677357408066	3	1	3
46300	-217.338728545851	3	5	3
46400	-215.618358441815	4	3	0
46500	-212.495610629854	4	2	0
46600	-217.043667560612	7	3	0
46700	-221.184902156967	8	2	0
46800	-219.16016321098	6	4	1
46900	-223.934088050658	6	4	1
47000	-213.358412631103	5	4	1
47100	-210.286013353503	4	5	1
47200	-216.756250991954	5	4	1
47300	-219.100953176655	5	4	1
47400	-221.352822056409	4	5	2
47500	-219.854662845611	3	6	4
47600	-214.442195655365	3	4	2
47700	-210.759884724503	3	5	2
47800	-211.144422685406	3	2	2
47900	-217.297842115225	5	4	2
48000	-216.962718265379	5	3	2
48100	-223.408235709728	6	3	2
48200	-227.6047593005	5	5	1
48300	-212.615895685723	5	3	1
48400	-218.976171458961	5	1	2
48500	-218.079355096116	4	2	0
48600	-212.706820772267	4	2	1
48700	-213.337217480137	5	1	1
48800	-213.466678731547	5	2	1
48900	-218.137773034543	5	1	1
49000	-219.99879925089	5	5	1
49100	-218.100250022237	5	2	0
49200	-225.623530921431	8	4	2
49300	-221.117764320948	6	2	1
49400	-224.676248534248	9	5	1
49500	-229.184644444883	6	4	0
49600	-219.321964901607	5	4	1
49700	-210.81919300632	3	3	1
49800	-219.022273149316	5	2	1
49900	-222.87789206275	6	2	2
50000	-221.685673989352	6	3	1
50100	-220.096571062824	4	2	3
50200	-218.826818748691	3	6	3
50300	-209.729587022656	4	3	0
50400	-219.992876935688	6	3	0
50500	-219.94178764908	6	1	0
50600	-213.361283831466	5	2	1
50700	-217.373012717838	5	1	1
50800	-216.593380665886	5	1	1
50900	-220.85562705572	6	3	1
51000	-224.392810309604	6	3	1
51100	-213.649734879589	5	3	2
51200	-217.872345058771	5	4	1
51300	-215.018978517496	6	4	0
51400	-218.392421220317	5	4	1
51500	-212.224360958448	3	4	2
51600	-209.996680455795	3	3	2
51700	-215.436331904233	3	5	2
51800	-215.482042621969	3	2	2
51900	-221.000219607581	3	3	3
52000	-214.82434512537	3	4	3
52100	-217.705225468846	3	5	3
52200	-221.885363239171	3	3	3
52300	-215.297323680707	3	6	2
52400	-207.841353749057	3	2	2
52500	-215.427632424218	3	2	2
52600	-213.947986013865	4	2	2
52700	-230.809367721807	4	4	2
52800	-216.340735805121	5	4	1
52900	-219.142174437513	6	3	2
53000	-215.264818543616	6	2	2
53100	-213.191038440987	6	2	2
53200	-217.48061745168	4	3	2
53300	-218.715119910731	5	1	1
53400	-224.115383295686	5	4	1
53500	-219.408459996786	6	2	1
53600	-232.326869099436	9	4	1
53700	-210.162378606422	4	2	1
53800	-213.994648457411	5	2	1
53900	-230.312842943355	5	4	2
54000	-219.577834664831	6	3	1
54100	-213.973949580786	4	1	1
54200	-213.735756602693	4	2	1
54300	-220.138854308026	6	3	0
54400	-213.902445399306	4	1	1
54500	-227.785398361739	7	6	1
54600	-213.90673297129	5	3	1
54700	-214.666163803641	4	2	2
54800	-220.333434926991	3	3	2
54900	-217.293342351396	4	2	1
55000	-217.984090562196	6	1	1
55100	-211.776165961453	4	3	1
55200	-222.991987358432	7	3	1
55300	-219.702397947176	5	1	2
55400	-209.513916828869	5	3	2
55500	-227.336762568226	6	3	1
55600	-225.553677999056	6	2	1
55700	-211.958255047641	3	2	1
55800	-214.16272259023	5	2	1
55900	-220.2471105416	5	3	2
56000	-218.542283336264	4	4	3
56100	-212.532822072061	4	2	2
56200	-218.841416526385	3	2	3
56300	-212.820068042315	3	2	3
56400	-219.391928697611	4	3	3
56500	-212.984735892682	6	5	2
56600	-209.270159120098	4	2	1
56700	-211.163059537538	5	3	1
56800	-217.294795608197	6	3	1
56900	-212.468241636283	4	2	1
57000	-216.313360772979	5	5	1
57100	-223.685811139535	8	4	3
57200	-223.143471105313	6	6	0
57300	-217.182342661001	6	4	1
57400	-236.47495787027	9	4	1
57500	-223.153212341313	5	4	1
57600	-222.6904304918	5	2	1
57700	-216.193696416981	4	2	0
57800	-216.391370946753	5	4	0
57900	-227.753826016256	6	2	3
58000	-216.31630685554	5	1	1
58100	-213.455926591335	5	1	1
58200	-211.237782378474	5	2	0
58300	-209.384777845475	4	3	1
58400	-218.110621758903	6	2	0
58500	-224.628871198883	7	4	1
58600	-212.305848572081	4	3	1
58700	-217.301286826598	5	3	2
58800	-223.090053657664	9	2	1
58900	-206.279522012997	4	5	1
59000	-215.106745448087	4	4	3
59100	-219.457053068282	6	4	1
59200	-223.999210377726	7	1	1
59300	-231.869057288407	5	3	1
59400	-224.870431284594	6	3	2
59500	-218.433595257888	4	5	1
59600	-206.668279572718	4	4	1
59700	-212.817382789106	3	4	4
59800	-217.221182906171	5	3	2
59900	-220.990720903881	5	1	1
60000	-228.501006254158	6	4	2
60100	-222.703620576188	6	1	2
60200	-221.529351480652	6	3	2
60300	-222.323998006107	7	5	1
60400	-220.393001611653	5	3	1
60500	-211.897515781541	4	2	2
60600	-219.738951422065	6	2	1
60700	-213.880810470306	5	6	0
60800	-213.058570959642	4	2	2
60900	-225.656224384633	5	6	1
61000	-215.116523411298	5	2	0
61100	-218.719783153414	6	2	2
61200	-214.692201819323	6	4	1
61300	-229.055649511813	9	5	1
61400	-224.432202150611	6	3	0
61500	-213.049022700016	4	1	0
61600	-213.103584004469	6	3	1
61700	-223.167359924433	6	2	0
61800	-224.05799224899	6	1	2
61900	-211.458110341056	5	3	2
62000	-210.696485975868	3	2	2
62100	-210.027875201785	3	3	3
62200	-216.064094901876	3	4	3
62300	-214.370410205555	2	3	3
62400	-217.148422452798	2	2	2
62500	-220.948370495912	2	4	3
62600	-219.188142247024	4	5	1
62700	-220.629944834983	3	5	2
62800	-229.027821863708	6	4	1
62900	-217.55437171564	4	2	1
63000	-224.539784238114	4	3	2
63100	-225.671485560899	2	4	2
63200	-215.145694348232	2	3	4
63300	-232.152956222967	5	3	1
63400	-221.69372912002	6	3	1
63500	-219.833854066795	3	7	2
63600	-217.946483051094	5	2	2
63700	-226.2362806387	6	2	2
63800	-216.662750181042	4	4	0
63900	-224.72995763703	5	3	1
64000	-215.249213317289	3	4	0
64100	-218.525179166493	4	2	2
64200	-218.295714098915	3	2	2
64300	-219.247637536756	3	4	2
64400	-215.547936729473	3	3	2
64500	-222.116302217387	5	2	1
64600	-231.903697193444	7	2	2
64700	-224.458027787514	6	3	0
64800	-220.099192581624	4	2	0
64900	-210.787612361237	5	4	1
65000	-226.866207941724	7	2	1
65100	-217.678241788042	4	5	1
65200	-215.717241580268	4	3	2
65300	-216.812877808396	4	4	2
65400	-219.055351647398	5	3	0
65500	-213.253541338558	4	1	1
65600	-216.588781147687	5	4	1
65700	-214.445003944078	5	3	1
65800	-223.121502252433	4	2	1
65900	-218.291299833576	3	2	2
66000	-226.347801038369	7	2	2
66100	-221.561774724334	6	1	0
66200	-215.648021222979	4	2	1
66300	-217.083857861983	5	3	2
66400	-222.131322305032	7	1	1
66500	-213.443152506942	3	3	3
66600	-218.104435417317	3	4	3
66700	-213.830444440294	3	2	3
66800	-226.6078479906	5	3	2
66900	-239.186553003386	10	3	3
67000	-230.303391557036	5	7	1
67100	-219.334570607514	3	2	2
67200	-221.892791967889	3	5	2
67300	-215.095793864015	3	1	2
67400	-221.23270527391	3	5	3
67500	-225.396161434951	5	1	2
67600	-218.970859267848	4	3	2
67700	-215.25992447166	6	6	2
67800	-224.917245240969	5	7	2
67900	-212.711407366948	4	3	2
68000	-220.021001165707	6	7	2
68100	-216.770253293974	5	2	1
68200	-227.342657173182	9	5	2
68300	-221.987908584186	6	1	1
68400	-218.940362436918	4	2	0
68500	-219.385442331541	6	2	1
68600	-221.775759398932	7	3	1
68700	-212.558423255656	4	3	3
68800	-218.19961506472	5	1	1
68900	-211.782794123694	4	3	2
69000	-219.131033808791	6	2	1
69100	-218.691671046136	6	6	1
69200	-213.867021737763	4	4	1
69300	-214.700281156727	4	2	0
69400	-223.648286050087	7	3	1
69500	-221.709184198552	4	2	1
69600	-221.537612759774	4	4	1
69700	-221.135887594034	5	2	2
69800	-213.580180760368	2	5	3
69900	-219.166038873381	3	5	2
70000	-220.197146223555	5	5	1
70100	-218.689274338307	2	1	2
70200	-219.464654089741	5	4	2
70300	-223.809247131536	5	4	1
70400	-214.637605143579	6	2	1
70500	-234.144839224515	5	7	1
70600	-218.544838621716	6	4	3
70700	-220.92335036504	5	5	1
70800	-231.438309422421	8	4	2
70900	-225.752971436458	4	2	3
71000	-221.824253991924	3	2	2
71100	-219.794554584112	4	2	2
71200	-224.733581279956	7	2	0
71300	-220.137563880275	4	1	2
71400	-221.339925727135	5	4	0
71500	-228.323976057534	4	2	1
71600	-220.328063839331	6	5	2
71700	-218.014268119163	5	4	2
71800	-208.656526051056	3	2	3
71900	-214.175359001576	3	5	3
72000	-208.109401227076	3	1	3
72100	-207.432408531478	3	3	3
72200	-215.437638714119	4	1	4
72300	-214.079235430692	4	4	3
72400	-212.167932688269	5	3	1
72500	-211.988064514301	3	3	4
72600	-219.841899282765	3	4	2
72700	-210.548599052787	3	3	2
72800	-217.856813124547	5	3	3
72900	-219.881167116502	6	3	3
73000	-216.830442067479	4	2	4
73100	-217.153421930653	5	3	1
73200	-221.694720540226	6	3	2
73300	-216.76235559324	3	5	0
73400	-224.568957147148	5	5	2
73500	-222.298981636094	4	1	1
73600	-228.96915897786	4	3	2
73700	-214.08010644453	3	5	2
73800	-217.39058640261	5	3	2
73900	-214.498158667049	4	2	1
74000	-209.01119664225	3	3	2
74100	-215.81513308879	3	4	4
74200	-217.092073567795	2	5	3
74300	-214.877241841546	2	3	2
74400	-225.69064677581	5	5	0
74500	-221.208725231323	4	2	1
74600	-216.680896846967	4	2	1
74700	-216.306847247745	5	1	1
74800	-222.488690301405	7	2	1
74900	-217.650679444615	4	5	1
75000	-232.423649792293	7	3	0
75100	-215.729519758956	5	1	2
75200	-221.852579898269	7	2	2
75300	-232.253094465672	9	3	2
75400	-217.018487140413	6	2	1
75500	-216.748565902073	6	3	0
75600	-219.310942669587	4	6	0
75700	-220.222544555458	6	1	1
75800	-221.714040270584	6	4	2
75900	-222.282358556661	5	6	2
76000	-214.812720983791	3	4	2
76100	-213.286290613338	3	3	2
76200	-216.4335326485	6	5	1
76300	-225.175640608372	6	2	2
76400	-219.767061242053	5	6	0
76500	-214.810246155446	6	4	1
76600	-223.228488906027	5	3	0
76700	-221.823671136511	4	4	2
76800	-222.668724016398	6	4	1
76900	-226.668935145627	4	3	1
77000	-215.572422795352	6	3	1
77100	-217.32306889925	4	4	2
77200	-215.803842478208	3	2	2
77300	-215.41731855323	2	4	3
77400	-227.41261589902	6	2	1
77500	-212.512307283833	3	4	1
77600	-227.515513766413	8	3	1
77700	-223.18239092268	6	2	1
77800	-223.654707203676	5	3	2
77900	-226.225194458399	5	2	2
78000	-216.859926758056	3	3	1
78100	-228.971634734171	4	3	1
78200	-217.35787238759	4	3	4
78300	-217.551841634854	6	1	2
78400	-223.673289409651	5	6	4
78500	-232.664562316158	7	4	3
78600	-212.418742085846	3	2	3
78700	-205.711920592008	3	3	2
78800	-213.572715012457	3	3	2
78900	-223.590609169538	5	5	0
79000	-226.105963178839	7	6	1
79100	-217.700864547485	5	3	1
79200	-219.950120430083	6	4	1
79300	-221.84282410495	4	1	2
79400	-221.455130637381	7	1	1
79500	-223.259594356374	7	2	1
79600	-222.922701257897	6	5	0
79700	-231.670907638453	8	2	0
79800	-222.665427889484	4	5	0
79900	-223.069119202424	8	1	1
80000	-221.607400772624	6	5	1
80100	-218.008673797034	4	1	1
80200	-231.767750406844	8	4	2
80300	-221.60538548158	5	6	2
80400	-213.140268844333	4	2	2
80500	-215.062479425665	4	2	1
80600	-218.162082511715	5	2	1
80700	-224.422514447615	6	2	1
80800	-230.370464068633	9	4	1
80900	-227.591917638731	6	2	0
81000	-208.780332297974	5	4	1
81100	-212.622386429801	6	3	1
81200	-224.899505720728	7	1	1
81300	-228.429632882316	4	7	1
81400	-233.114527975633	2	6	1
81500	-219.11256025584	3	2	1
81600	-213.898161586949	4	1	2
81700	-215.738786332513	4	1	0
81800	-222.075822623613	6	3	2
