Iteration	posterior	NumSpeciation	numExtinction	numMassExtinctions 
10000	-224.681783919328	6	2	0
10100	-218.001048880017	4	1	2
10200	-215.991179259021	2	2	2
10300	-234.853217009345	3	3	4
10400	-215.857913309699	2	2	3
10500	-225.532102353938	2	5	3
10600	-219.681399092375	3	3	4
10700	-214.038322956826	4	5	1
10800	-220.769829754394	5	4	2
10900	-220.013108393333	5	2	2
11000	-221.182139904173	4	3	3
11100	-213.83968113909	5	2	1
11200	-212.930558525758	5	3	1
11300	-219.783481860639	7	1	1
11400	-213.762144955581	4	2	1
11500	-218.168915427225	4	4	1
11600	-219.647441881503	4	4	1
11700	-219.766981479694	5	4	1
11800	-218.413264759818	4	2	2
11900	-223.252158325154	6	2	1
12000	-220.177037580951	7	4	1
12100	-209.56858175633	4	3	1
12200	-220.545152915503	5	5	2
12300	-227.263845296336	6	3	3
12400	-219.33775132212	4	4	1
12500	-215.572489438971	4	1	1
12600	-223.743525878891	5	2	2
12700	-220.88754836753	5	5	1
12800	-226.496719649542	8	2	1
12900	-216.180267871815	4	2	1
13000	-231.718293060509	7	6	0
13100	-210.518538510157	5	2	0
13200	-213.961139736908	5	2	2
13300	-216.791894227309	5	2	2
13400	-214.261295019897	4	2	3
13500	-233.007981125006	9	2	2
13600	-228.138706590859	8	5	2
13700	-224.447408032133	7	2	1
13800	-215.993326844526	6	1	1
13900	-216.925933520805	7	3	1
14000	-221.461459886421	4	2	3
14100	-212.625721521144	4	2	3
14200	-217.903545207215	3	5	3
14300	-211.495249733273	4	1	2
14400	-231.719110996935	7	4	2
14500	-219.597274827239	5	4	2
14600	-218.972552717081	6	4	1
14700	-214.757309417116	5	5	2
14800	-213.612683595258	6	2	2
14900	-214.616535417651	4	2	2
15000	-217.183725687505	4	4	4
15100	-223.69487755805	4	4	2
15200	-237.45201665408	6	5	1
15300	-210.789137134284	3	3	3
15400	-226.202555332579	4	2	3
15500	-221.172154014676	3	3	3
15600	-217.954404330799	5	3	3
15700	-226.712749023098	8	3	1
15800	-222.514562400943	5	7	1
15900	-235.865039962773	6	3	2
16000	-222.748565071365	7	2	2
16100	-218.032952392272	4	4	2
16200	-215.159138679674	5	3	0
16300	-221.629605767912	6	3	1
16400	-218.009633488082	4	4	1
16500	-215.845476868828	5	4	0
16600	-224.218405279926	6	2	1
16700	-212.875325372219	4	3	2
16800	-215.596788278393	6	2	1
16900	-217.769012408217	5	4	1
17000	-210.899508193549	4	1	1
17100	-234.140197118858	9	2	1
17200	-224.474814879636	6	2	2
17300	-213.652651090223	5	5	1
17400	-224.039925952434	7	3	1
17500	-233.749320950142	8	3	3
17600	-218.699458512073	6	2	1
17700	-221.577914764816	6	3	1
17800	-238.090493389681	10	5	2
17900	-211.916612139102	5	2	1
18000	-219.117694789552	4	3	1
18100	-230.508608888738	8	2	3
18200	-228.501733217939	6	6	0
18300	-210.054612663879	4	4	1
18400	-220.583775843387	5	3	3
18500	-226.964483986442	3	2	3
18600	-223.229609988907	4	3	3
18700	-216.833105208151	3	6	3
18800	-215.384747026995	4	2	2
18900	-219.717365519248	7	3	2
19000	-221.809388819865	5	1	2
19100	-221.383485422443	6	2	1
19200	-214.02653999322	5	2	1
19300	-220.96840756531	5	4	2
19400	-217.735944288206	5	2	3
19500	-216.400925522684	4	3	0
19600	-226.149004522321	6	4	2
19700	-220.77218724837	6	4	0
19800	-219.984554335379	4	2	2
19900	-234.303471178105	9	3	4
20000	-220.452920263727	6	5	0
20100	-227.547673722503	7	4	1
20200	-218.535404191116	6	3	1
20300	-218.027336882777	6	3	2
20400	-219.020616371087	6	1	1
20500	-216.590999555805	5	2	2
20600	-214.238728012748	6	2	2
20700	-225.796783659703	8	2	2
20800	-213.385054681045	5	2	0
20900	-212.611657267618	4	1	0
21000	-220.507115511683	6	4	2
21100	-225.05846181481	6	4	2
21200	-219.378764836334	3	1	4
21300	-215.593253753715	3	2	4
21400	-214.235069069084	3	5	3
21500	-216.545014525996	4	3	3
21600	-214.463436957979	5	3	3
21700	-217.799231321451	6	6	0
21800	-220.250533671435	6	3	1
21900	-222.422699672048	6	5	1
22000	-230.667971523644	5	4	1
22100	-221.233635853029	5	4	2
22200	-209.056981325566	4	2	2
22300	-213.237075012606	4	4	1
22400	-232.685324709906	8	3	1
22500	-218.275937131284	5	2	2
22600	-222.435932914124	6	4	0
22700	-225.008906042077	7	6	2
22800	-214.720902928207	5	6	1
22900	-207.155129915212	4	4	0
23000	-212.298310863443	5	2	0
23100	-230.588603787628	10	2	1
23200	-219.54064758438	6	5	1
23300	-219.917234665144	5	3	3
23400	-214.330591962806	5	2	2
23500	-221.102833095729	5	2	4
23600	-210.254126240754	4	2	1
23700	-225.608816331544	8	4	2
23800	-219.453548953607	5	3	3
23900	-217.914277676676	3	3	2
24000	-216.306175037622	4	1	2
24100	-228.352759935161	4	4	2
24200	-212.543341478972	4	6	1
24300	-219.639194270278	3	2	0
24400	-220.050932281496	6	2	2
24500	-215.514158620701	5	2	2
24600	-213.961761868694	5	4	1
24700	-212.176710292864	4	2	1
24800	-218.978801115777	6	2	1
24900	-221.977416082351	4	3	1
25000	-219.492214484412	5	3	2
25100	-221.268510448255	6	4	1
25200	-213.716605514361	5	3	1
25300	-221.383158849966	6	3	2
25400	-214.345188274468	4	6	1
25500	-214.359710093268	3	4	3
25600	-222.656989029328	7	1	2
25700	-219.477983337033	5	6	1
25800	-217.28152353007	5	1	2
25900	-219.629400671755	5	1	2
26000	-214.399260850914	5	3	1
26100	-223.119662456274	5	4	0
26200	-215.697329890335	5	3	0
26300	-212.654312411613	5	3	1
26400	-225.656157446715	7	3	2
26500	-217.988905427866	2	3	3
26600	-218.355524231414	2	5	2
26700	-209.301526242593	3	3	3
26800	-214.551468317256	3	5	3
26900	-221.453212026665	3	2	4
27000	-230.341794310311	3	4	3
27100	-218.113359765899	2	2	2
27200	-222.492541270363	4	4	0
27300	-221.160258518083	6	3	1
27400	-224.976078126977	7	5	1
27500	-228.690704420778	8	3	2
27600	-224.044451984918	4	1	1
27700	-224.889220712883	4	1	2
27800	-216.285374682531	4	3	3
27900	-217.062151916821	4	3	3
28000	-216.172090650995	4	1	4
28100	-216.178251873551	4	4	3
28200	-218.571059345313	3	3	2
28300	-214.560194228076	2	3	3
28400	-227.82482102065	6	2	1
28500	-232.76086520123	8	2	2
28600	-226.450843357349	6	2	2
28700	-218.31055748142	3	2	3
28800	-213.772195193296	3	5	1
28900	-223.258780677599	5	4	2
29000	-226.06662303838	6	1	1
29100	-220.304655441269	5	2	0
29200	-218.755750585717	4	3	1
29300	-222.391462278017	6	2	1
29400	-215.730750704372	3	2	0
29500	-217.05526100269	5	3	1
29600	-219.506498474279	4	3	2
29700	-226.688521263632	5	4	1
29800	-219.416615794174	5	2	2
29900	-214.639800987997	3	3	1
30000	-216.613626431632	4	4	0
30100	-225.559957005719	5	1	2
30200	-216.37123084479	3	3	0
30300	-219.762174313484	3	1	0
30400	-219.409754922861	3	2	1
30500	-224.301665341077	6	3	0
30600	-218.022682776962	5	4	1
30700	-215.299200686195	6	1	2
30800	-217.257781825172	5	2	1
30900	-213.077654275581	4	2	2
31000	-217.138292245526	6	4	2
31100	-227.468083808476	7	3	2
31200	-226.815689339457	6	1	2
31300	-225.581062203896	6	2	1
31400	-222.234097759565	3	2	0
31500	-229.947076906371	5	6	1
31600	-220.471961794578	4	2	2
31700	-218.022123265805	5	3	2
31800	-225.545980024508	6	3	1
31900	-219.104363908146	3	3	0
32000	-217.160987563836	5	4	1
32100	-222.851656155256	4	4	2
32200	-216.826251988533	3	3	4
32300	-219.787463317219	5	3	3
32400	-215.002029461365	6	2	2
32500	-224.853452795256	8	4	1
32600	-217.601997835355	5	1	3
32700	-211.605059914861	5	5	2
32800	-218.621514386818	5	3	3
32900	-211.977259919881	4	1	1
33000	-220.220406273667	5	4	2
33100	-216.655405035156	4	5	0
33200	-213.49603750233	6	4	1
33300	-224.610140941892	7	4	1
33400	-231.383393031026	6	5	3
33500	-215.312057452925	5	2	2
33600	-222.306005713302	5	3	2
33700	-209.941780067104	4	2	1
33800	-222.847364412749	7	4	2
33900	-217.439217266914	6	3	1
34000	-219.667886616797	5	3	1
34100	-219.363982608165	5	2	3
34200	-210.922573043471	4	3	2
34300	-216.522095931073	4	5	2
34400	-220.579284735235	5	4	1
34500	-218.64775334268	3	2	3
34600	-224.227930592963	4	3	2
34700	-225.210683172664	6	1	2
34800	-216.205344630482	5	2	2
34900	-225.738899501543	7	3	1
35000	-209.306628851971	4	3	1
35100	-214.696043497491	6	2	1
35200	-215.926581847378	5	3	2
35300	-227.560052602575	7	2	1
35400	-221.442472346411	4	6	1
35500	-220.638951459607	6	3	3
35600	-225.305534071183	6	1	1
35700	-227.067316734316	6	3	2
35800	-221.104173867427	5	2	1
35900	-226.758386771662	4	4	2
36000	-215.47180073824	3	3	1
36100	-215.555555181694	2	4	2
36200	-217.709880828068	2	2	2
36300	-219.222443322209	2	5	2
36400	-226.329955583843	3	4	5
36500	-227.664644654013	5	1	2
36600	-226.271487257127	7	1	1
36700	-214.925421164365	4	3	1
36800	-215.428526771591	4	2	2
36900	-223.195511538403	6	3	2
37000	-221.40584935737	6	4	1
37100	-216.584568845009	4	2	3
37200	-220.44917877607	4	3	3
37300	-223.445944556933	4	3	1
37400	-229.892779881508	4	5	1
37500	-219.412987629744	6	4	2
37600	-214.916059588482	4	4	2
37700	-222.60190735259	5	5	0
37800	-226.320766527427	6	4	2
37900	-219.590498265505	3	5	2
38000	-222.998601647136	5	3	3
38100	-222.612770672811	5	2	3
38200	-223.704447394093	8	4	3
38300	-217.918943017935	4	3	2
38400	-216.706977178312	5	1	0
38500	-225.461914080234	7	5	1
38600	-224.457141049448	6	3	2
38700	-210.098746004953	3	2	3
38800	-217.059868731784	3	2	2
38900	-218.187701561785	4	6	3
39000	-215.777858324056	5	2	3
39100	-218.536942572302	4	3	3
39200	-214.995884415595	4	4	2
39300	-216.195480895656	5	2	3
39400	-227.090448826183	5	4	3
39500	-228.395788421106	5	4	1
39600	-219.569266551301	3	3	2
39700	-229.528868186464	8	3	1
39800	-221.195651166219	4	2	1
39900	-220.37128570979	4	3	2
40000	-221.41872447697	4	2	0
40100	-227.432992596358	6	4	1
40200	-219.251575416318	6	3	1
40300	-224.123092594137	5	4	1
40400	-223.745713230382	7	5	2
40500	-224.613331532389	7	2	1
40600	-219.808878533989	5	6	0
40700	-222.30970312954	6	4	1
40800	-222.327592274631	6	5	2
40900	-214.742084519371	5	2	0
41000	-213.042431739748	4	4	1
41100	-227.592114721235	5	5	2
41200	-216.421051881914	4	3	2
41300	-220.953294454767	7	4	0
41400	-220.346208815647	7	3	1
41500	-232.602059254577	7	5	1
41600	-221.354853239234	6	5	1
41700	-218.316469770538	5	2	3
41800	-214.508859072434	7	2	1
41900	-215.245981258688	5	4	3
42000	-212.863357158373	3	1	2
42100	-221.304919708667	4	3	3
42200	-226.530146004339	5	4	3
42300	-218.831405308847	3	1	2
42400	-222.172113753576	4	4	4
42500	-218.231370155455	4	2	4
42600	-210.376060677023	3	4	2
42700	-213.604367294051	3	3	3
42800	-212.207634891549	3	1	4
42900	-218.276419149174	3	4	2
43000	-213.108060140429	3	2	2
43100	-213.966932622826	3	3	3
43200	-219.311692706261	3	4	5
43300	-219.050442677086	6	1	1
43400	-217.336693595503	6	1	2
43500	-216.042466425394	4	2	0
43600	-220.792099344674	5	3	1
43700	-225.454895389279	3	5	2
43800	-219.64022916504	2	2	3
43900	-212.015357379031	3	1	3
44000	-215.753093272745	4	2	3
44100	-213.462496992688	3	1	3
44200	-213.139997013807	3	3	3
44300	-221.074498942906	3	5	4
44400	-223.018199407213	4	6	2
44500	-213.293642517884	3	5	3
44600	-220.967011127853	3	3	3
44700	-210.742783795942	3	1	2
44800	-216.609690067178	3	2	2
44900	-210.654848739632	3	1	3
45000	-222.453208589931	3	4	2
45100	-222.390919627053	3	3	3
45200	-211.889365982313	4	3	1
45300	-213.015366570324	4	3	2
45400	-225.497278863539	5	2	1
45500	-220.704928313933	4	4	2
45600	-216.146026690425	6	3	2
45700	-216.474989301581	5	1	0
45800	-214.686884663936	5	3	1
45900	-222.940367064966	6	1	0
46000	-218.744814874778	5	2	2
46100	-211.830305326759	5	3	1
46200	-215.744480109036	4	3	2
46300	-223.425838726819	4	2	2
46400	-221.562961529893	4	4	1
46500	-223.127994648141	6	4	2
46600	-214.909490529355	3	3	4
46700	-214.743704077807	4	4	3
46800	-220.797511473313	3	5	3
46900	-218.251464867581	3	2	3
47000	-218.972052377778	5	5	3
47100	-229.9663532205	3	8	3
47200	-228.892027649175	2	7	6
47300	-213.284813485796	2	2	3
47400	-215.561784117425	3	1	3
47500	-216.160323343506	2	2	3
47600	-219.055949436666	5	3	3
47700	-221.427002429419	5	1	2
47800	-216.340654667898	4	3	1
47900	-212.260752319309	5	4	1
48000	-222.205436575593	6	3	1
48100	-223.899169186579	8	3	2
48200	-220.26694950063	6	2	2
48300	-213.991282023433	3	3	3
48400	-214.125309749399	4	3	3
48500	-217.695573963097	4	5	3
48600	-218.440224580823	4	2	3
48700	-222.065509422507	4	3	1
48800	-230.624932675792	2	4	3
48900	-216.653814202205	3	1	3
49000	-214.601069890338	3	2	3
49100	-226.952665368501	6	3	2
49200	-218.359725932818	5	4	0
49300	-214.813680179789	6	2	1
49400	-216.876854408068	5	3	1
49500	-215.785443118888	5	1	1
49600	-213.109496531908	5	4	1
49700	-215.534707222052	5	1	1
49800	-225.792852267332	5	3	2
49900	-221.472727340324	6	4	0
50000	-217.341475521931	5	2	2
50100	-227.025640523479	6	1	1
50200	-231.284080623795	8	2	2
50300	-219.535518196062	6	4	2
50400	-215.576034783751	4	2	3
50500	-222.237224784764	6	3	3
50600	-210.169155949083	4	4	2
50700	-213.036185760452	4	2	1
50800	-225.453226581263	7	2	1
50900	-230.472764723056	3	4	3
51000	-221.096371688197	4	1	1
51100	-221.064105781845	6	1	1
51200	-218.429554202609	4	5	1
51300	-233.448201157519	7	4	0
51400	-214.542657855941	3	2	2
51500	-214.558868683562	2	4	3
51600	-215.277367403088	2	3	4
51700	-214.491360719307	2	5	2
51800	-218.377998976785	5	4	2
51900	-220.669191156248	3	4	1
52000	-210.683716623191	3	2	3
52100	-215.6082781316	3	4	4
52200	-214.962941057456	3	1	3
52300	-214.594888119792	5	1	1
52400	-214.233855270009	5	2	2
52500	-219.925005484055	6	2	2
52600	-224.679965344184	7	2	1
52700	-213.846088965922	5	2	1
52800	-219.970716125658	4	3	2
52900	-218.828975589176	5	4	2
53000	-226.160572063824	8	3	2
53100	-222.162352616661	6	5	1
53200	-221.518690426774	6	5	2
53300	-227.582268482517	7	2	0
53400	-216.296958129142	5	3	1
53500	-216.073122400335	6	2	1
53600	-223.060697127995	7	2	1
53700	-215.446983819302	5	3	2
53800	-228.313519672706	6	7	1
53900	-225.745289789611	5	5	2
54000	-219.603886872724	3	4	4
54100	-219.875190407183	3	3	2
54200	-212.024829665292	3	1	3
54300	-222.892623560614	4	4	3
54400	-232.627242185626	9	4	2
54500	-219.174480677142	4	3	1
54600	-226.513130563552	5	2	0
54700	-216.197710504756	6	1	0
54800	-219.061326239524	5	4	2
54900	-209.971503001928	4	3	1
55000	-219.335960805236	4	3	2
55100	-238.824879292823	8	3	1
55200	-227.615700335726	5	2	0
55300	-216.600607796708	4	2	0
55400	-218.238525957241	3	1	1
55500	-216.63106600439	4	3	2
55600	-214.309571857987	2	4	2
55700	-217.313715163659	3	2	2
55800	-214.053385844063	4	2	1
55900	-221.073536781077	4	1	1
56000	-217.399273521394	4	3	2
56100	-217.309505275994	4	2	2
56200	-220.492820249681	4	6	2
56300	-216.065327369166	5	2	2
56400	-227.098078043971	7	3	1
56500	-212.798056961488	5	4	0
56600	-211.49922398005	5	3	1
56700	-220.079520771984	7	4	2
56800	-214.690643527723	6	2	2
56900	-233.441092488984	6	5	2
57000	-226.042446882542	7	2	2
57100	-235.880698622904	9	3	2
57200	-208.227402121887	4	4	1
57300	-219.330104954357	6	2	1
57400	-218.44608885649	5	4	1
57500	-218.163537108118	7	5	1
57600	-223.267784339495	7	3	2
57700	-217.636863417897	6	1	1
57800	-216.452519511883	5	3	1
57900	-226.572056761275	6	3	2
58000	-218.058164683296	4	8	3
58100	-216.323201288104	4	2	0
58200	-213.301947034681	4	3	1
58300	-210.167589277919	4	5	2
58400	-222.028988916365	8	3	1
58500	-216.408284955502	6	3	1
58600	-220.20958799646	6	4	1
58700	-214.465769854865	5	3	1
58800	-214.388516390529	4	4	1
58900	-217.97130344581	7	2	1
59000	-211.533547855648	4	2	1
59100	-215.987607261195	4	4	0
59200	-222.162444782488	6	2	2
59300	-217.056901433194	6	1	2
59400	-226.98283178901	7	5	1
59500	-226.042006519588	6	4	4
59600	-224.241399723802	7	2	0
59700	-219.035138655624	6	4	1
59800	-222.572702578954	7	1	2
59900	-218.29499024417	7	2	2
60000	-223.383073946477	5	2	2
60100	-214.468351325934	5	1	1
60200	-225.151505259269	4	4	1
60300	-224.876206643584	6	4	2
60400	-220.020863735912	5	4	3
60500	-218.886622948711	3	5	1
60600	-228.839103296313	5	4	0
60700	-225.135004393542	5	6	2
60800	-220.73236090976	3	1	2
60900	-221.890832930657	6	4	0
61000	-229.583048826813	5	2	1
61100	-216.751006855304	4	3	1
61200	-219.829075436623	3	5	0
61300	-216.565054242546	5	2	1
61400	-224.7474365151	6	2	1
61500	-224.045914110876	4	1	1
61600	-230.289887768451	5	5	2
61700	-222.910621833551	3	5	3
61800	-215.709807268202	4	2	1
61900	-218.591333566484	4	3	0
62000	-216.135858683815	4	1	2
62100	-223.080798492869	4	2	1
62200	-222.900819414903	5	2	1
62300	-212.865845995982	4	1	2
62400	-213.762522929308	4	3	3
62500	-216.800510136758	5	1	2
62600	-223.455378958421	5	4	3
62700	-225.199036433191	4	3	1
62800	-213.741163928146	4	5	3
62900	-220.902905990846	4	7	2
63000	-220.261182839647	4	2	3
63100	-211.919423735925	4	3	1
63200	-220.370701961566	6	2	1
63300	-213.148611439746	4	1	2
63400	-224.732108143684	6	3	2
63500	-224.318285434534	5	5	1
63600	-214.53669714685	4	2	1
63700	-215.120097275553	4	3	0
63800	-219.522650365634	3	3	0
63900	-214.455066161335	3	4	1
64000	-224.836499894715	6	2	2
64100	-220.351807331975	5	2	1
64200	-222.310771438166	8	2	0
64300	-233.977145449813	9	5	1
64400	-220.941703405078	6	1	1
64500	-223.213470435041	7	1	1
64600	-217.499509666508	6	3	2
64700	-221.736024399776	7	1	2
64800	-219.242726057555	4	5	1
64900	-221.680831800717	6	2	1
65000	-223.41649256647	7	2	1
65100	-221.726213377065	6	2	1
65200	-221.414118465531	6	4	1
65300	-223.135618105967	7	1	2
65400	-215.596675781147	5	4	2
65500	-209.412483926792	4	3	1
65600	-223.609637753573	7	4	3
65700	-219.093016967613	6	2	2
65800	-210.968083635242	4	1	1
65900	-218.963368576004	4	3	2
66000	-218.062480465308	4	3	1
66100	-218.437957486379	5	3	2
66200	-217.659992083814	5	5	0
66300	-214.55393690427	5	1	0
66400	-214.635590072584	5	3	1
66500	-219.909680874578	5	5	1
66600	-215.602831121493	4	4	2
66700	-225.497626053455	6	3	1
66800	-216.491754570137	5	2	1
66900	-213.345984325325	4	3	2
67000	-227.17776786508	9	2	1
67100	-217.172335633445	4	2	1
67200	-214.962279812374	4	1	3
67300	-219.550978301171	4	4	3
67400	-230.395380266566	5	3	1
67500	-224.571716274014	4	3	2
67600	-223.664756297037	4	2	0
67700	-227.118248705457	6	4	0
67800	-221.79846760958	6	3	2
67900	-224.47640747668	2	6	3
68000	-213.798726682164	3	3	2
68100	-226.305058018373	7	3	1
68200	-223.194222889566	6	1	3
68300	-216.698368432278	4	1	2
68400	-232.835130346284	9	2	2
68500	-220.736559061052	4	3	2
68600	-221.82789271224	4	3	3
68700	-216.233545196432	3	3	3
68800	-220.132438615245	3	4	0
68900	-218.855880782821	3	4	5
69000	-228.17372121659	5	4	3
69100	-223.572440566146	6	4	3
69200	-220.821914216218	5	2	1
69300	-223.626322391273	5	4	1
69400	-220.342976870103	5	3	3
69500	-235.612877057278	9	3	2
69600	-219.561418658447	6	6	2
69700	-217.403633930666	5	1	2
69800	-219.285780319084	5	3	2
69900	-213.653953670365	4	5	3
70000	-214.859246290915	4	2	2
70100	-214.840478439031	4	1	0
70200	-217.602660638119	4	3	1
70300	-212.870073197498	5	4	2
70400	-225.292511855146	6	2	2
70500	-228.198116381392	6	3	3
70600	-220.449104423425	5	3	0
70700	-234.616136865443	6	3	1
70800	-221.209334425361	4	4	2
70900	-223.907759340125	4	2	1
71000	-221.107809731648	7	1	2
71100	-219.415240543228	7	3	1
71200	-226.917477979253	8	2	1
71300	-221.951901238114	7	5	0
71400	-220.457881607943	4	4	1
71500	-228.782620057907	5	4	0
71600	-213.811458055405	4	2	0
71700	-232.896752865691	8	2	0
71800	-221.095781147821	6	2	2
71900	-220.795065432472	6	1	3
72000	-215.565025203235	5	4	2
72100	-214.261029988071	4	1	2
72200	-214.813588853113	3	2	3
72300	-217.607854911239	4	4	2
72400	-222.225374864568	4	2	2
72500	-222.360562255733	4	3	2
72600	-220.12365268048	3	2	2
72700	-219.28492397573	5	5	2
72800	-210.455829604155	4	3	1
72900	-213.359945527589	4	4	0
73000	-222.565518645346	7	1	1
73100	-218.651146568299	7	3	1
73200	-216.054414226074	4	1	3
73300	-223.486443008986	7	4	3
73400	-223.887542678303	8	6	2
73500	-225.215476335432	7	3	0
73600	-223.931282991691	6	2	1
73700	-217.419994247127	4	2	1
73800	-223.594867741377	6	3	1
73900	-231.188360986027	5	6	1
74000	-225.005902978556	4	2	1
74100	-230.147108140831	7	1	1
74200	-228.879554845738	6	1	1
74300	-226.056966453955	7	5	1
74400	-232.57884441158	7	2	1
74500	-223.185061023809	4	1	2
74600	-230.592850847203	4	4	3
74700	-225.034119870829	5	1	2
74800	-222.453651511385	3	5	2
74900	-218.665271744798	2	3	2
75000	-215.961230697668	2	2	3
75100	-219.509790641509	2	5	4
75200	-219.484482462262	3	4	2
75300	-218.104627314365	3	1	3
75400	-228.422879730802	6	3	3
75500	-223.991439937467	6	3	1
75600	-222.537925771634	5	1	2
75700	-216.954409754172	5	2	1
75800	-212.889789419519	4	4	2
75900	-216.847913930453	5	2	2
76000	-229.489796961306	8	3	2
76100	-224.888808033825	9	3	1
76200	-225.754300310445	8	3	0
76300	-221.86409121685	6	4	2
76400	-213.749239014919	3	1	2
76500	-216.08044761642	3	1	3
76600	-225.186776822957	4	3	5
76700	-217.858336638793	6	2	2
76800	-222.383019463873	7	2	1
76900	-230.92197925968	6	2	3
77000	-227.048847429489	7	3	2
77100	-223.852643202238	6	4	2
77200	-222.202346309196	5	4	2
77300	-218.537544040827	3	3	0
77400	-218.616268258341	3	3	0
77500	-228.913748304785	4	5	3
77600	-233.130585823257	6	3	1
77700	-214.705173705424	3	3	3
77800	-211.452475761724	5	2	1
77900	-215.512710547555	5	3	1
78000	-227.814682289624	3	9	2
78100	-218.284649591554	4	4	3
78200	-213.797966479851	4	4	3
78300	-221.31881482861	3	3	2
78400	-225.085619845166	5	3	2
78500	-213.72495507113	4	2	3
78600	-223.483628077531	4	2	2
78700	-217.448067789407	3	4	2
78800	-219.136839652202	5	2	2
78900	-222.362977719852	6	3	1
79000	-225.357858318043	6	1	1
79100	-220.224351630669	5	2	1
79200	-216.565475652044	5	2	0
79300	-215.473766583726	5	1	1
79400	-223.473158262658	7	4	1
79500	-215.204205361631	6	1	2
79600	-225.024977026821	8	1	2
79700	-213.92356632922	5	3	3
79800	-209.768989645545	3	4	3
79900	-215.509520880671	4	4	2
80000	-220.18496019622	4	1	1
80100	-220.252898150206	5	2	2
80200	-222.485149144087	3	1	3
80300	-226.03570578971	5	2	1
80400	-224.20880214061	4	2	3
80500	-224.965713237018	5	3	2
80600	-208.1930943439	4	3	2
80700	-228.545252834501	8	2	1
80800	-224.529551265416	6	5	0
80900	-214.431960377386	6	1	1
81000	-217.77007141882	6	2	1
81100	-214.71532447731	6	2	1
81200	-225.785912154603	5	1	1
81300	-213.700765186562	4	2	1
81400	-219.617828481928	5	2	1
81500	-211.00633523665	4	2	2
81600	-213.393423098885	4	3	0
81700	-224.077773725827	6	4	1
81800	-215.700127293918	3	3	1
81900	-228.288616223315	6	3	3
82000	-218.160866248289	5	3	2
